0:  bodyHeight（r）=10,fuzeflat=0,headflat=2,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=5----(计算line)
188:  bodyHeight（r）=10,fuzeflat=0,headflat=6,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
189:  bodyHeight（r）=10,fuzeflat=0,headflat=6,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
190:  bodyHeight（r）=10,fuzeflat=0,headflat=6,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
191:  bodyHeight（r）=10,fuzeflat=0,headflat=6,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
192:  bodyHeight（r）=10,fuzeflat=0,headflat=6,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
193:  bodyHeight（r）=10,fuzeflat=0,headflat=6,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
194:  bodyHeight（r）=10,fuzeflat=0,headflat=6,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
195:  bodyHeight（r）=10,fuzeflat=0,headflat=6,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
196:  bodyHeight（r）=10,fuzeflat=0,headflat=6,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
197:  bodyHeight（r）=10,fuzeflat=0,headflat=6,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
198:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=5----(计算line)
199:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=7----(计算line)
200:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=9----(计算line)
201:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=5----(计算line)
202:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=7----(计算line)
203:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=9----(计算line)
204:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=5----(计算line)
205:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=7----(计算line)
206:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=9----(计算line)
207:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=5----(计算line)
208:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=7----(计算line)
209:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=9----(计算line)
210:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=5----(计算line)
211:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=7----(计算line)
212:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=9----(计算line)
213:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=5----(计算line)
214:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=7----(计算line)
215:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=9----(计算line)
216:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
217:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
218:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
219:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
220:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
221:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
222:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
223:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
224:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
225:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
226:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
227:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
228:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
229:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
230:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
231:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
232:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
233:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
234:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=5----(计算line)
235:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=7----(计算line)
236:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=9----(计算line)
237:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=5----(计算line)
238:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=7----(计算line)
239:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=9----(计算line)
240:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=5----(计算line)
241:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=7----(计算line)
242:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=9----(计算line)
243:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=5----(计算line)
244:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=7----(计算line)
245:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=9----(计算line)
246:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
247:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
248:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
249:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
250:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
251:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
252:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
253:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
254:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
255:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
256:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
257:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
258:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
259:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
260:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
261:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
262:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
263:  bodyHeight（r）=10,fuzeflat=0,headflat=8,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
264:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=5----(计算line)
265:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=7----(计算line)
266:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=9----(计算line)
267:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=5----(计算line)
268:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=7----(计算line)
269:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=9----(计算line)
270:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=5----(计算line)
271:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=7----(计算line)
272:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=9----(计算line)
273:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=5----(计算line)
274:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=7----(计算line)
275:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=9----(计算line)
276:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=5----(计算line)
277:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=7----(计算line)
278:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=9----(计算line)
279:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=5----(计算line)
280:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=7----(计算line)
281:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=9----(计算line)
282:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
283:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
284:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
285:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
286:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
287:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
288:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
289:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
290:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
291:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
292:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
293:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
294:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
295:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
296:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
297:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
298:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
299:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
300:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=5----(计算line)
301:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=7----(计算line)
302:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=9----(计算line)
303:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=5----(计算line)
304:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=7----(计算line)
305:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=9----(计算line)
306:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=5----(计算line)
307:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=7----(计算line)
308:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=9----(计算line)
309:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=5----(计算line)
310:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=7----(计算line)
311:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=9----(计算line)
312:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
313:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
314:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
315:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
316:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
317:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
318:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
319:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
320:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
321:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
322:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
323:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
324:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
325:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
326:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
327:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
328:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
329:  bodyHeight（r）=10,fuzeflat=2,headflat=2,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
330:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=5----(计算line)
331:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=7----(计算line)
332:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=9----(计算line)
333:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=5----(计算line)
334:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=7----(计算line)
335:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=9----(计算line)
336:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=5----(计算line)
337:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=7----(计算line)
338:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=9----(计算line)
339:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=5----(计算line)
340:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=7----(计算line)
341:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=9----(计算line)
342:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=5----(计算line)
343:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=7----(计算line)
344:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=9----(计算line)
345:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=5----(计算line)
346:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=7----(计算line)
347:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=9----(计算line)
348:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
349:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
350:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
351:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
352:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
353:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
354:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
355:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
356:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
357:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
358:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
359:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
360:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
361:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
362:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
363:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
364:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
365:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
366:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=5----(计算line)
367:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=7----(计算line)
368:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=9----(计算line)
369:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=5----(计算line)
370:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=7----(计算line)
371:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=9----(计算line)
372:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=5----(计算line)
373:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=7----(计算line)
374:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=9----(计算line)
